work_key,title,year,doi,primary_mechanism_code,primary_mechanism_en,primary_mechanism_cn,primary_task_code,primary_task_en,primary_task_cn,secondary_task_codes,all_title_rule_hits,classification_rule,public_visible,public_available_location_identified,best_public_url,record_url,sources,screening_level
doi:10.1109/tbme.2020.3043388,Enabling Autonomous Colonoscopy Intervention Using a Robotic Endoscope Platform.,2021,10.1109/tbme.2020.3043388,1.1,Active observational sensing,主动观察式检测,A2,Flexible gastrointestinal endoscopic examination,胃肠柔性内镜检查,,A2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tbme.2020.3043388,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tbme.2021.3054413,Autonomic Robotic Ultrasound Imaging System Based on Reinforcement Learning.,2021,10.1109/tbme.2021.3054413,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tbme.2021.3054413,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tbme.2023.3279114,Autonomous Robotic Ultrasound Vascular Imaging System With Decoupled Control Strategy for External-Vision-Free Environments.,2023,10.1109/tbme.2023.3279114,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tbme.2023.3279114,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tbme.2024.3357293,A Minimally Invasive Robotic Tissue Palpation Device.,2024,10.1109/tbme.2024.3357293,1.2,Response-based interactive diagnosis,响应式交互诊断,R1,Robotic palpation,机器人触诊,,R1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://pmc.ncbi.nlm.nih.gov/articles/PMC11178256/pdf/nihms-1995939.pdf,https://doi.org/10.1109/tbme.2024.3357293,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tbme.2024.3401681,Hybrid Hydrogel-Magnet Actuated Capsule for Automatic Gut Microbiome Sampling,2024,10.1109/tbme.2024.3401681,1.3,Sample-based interactive diagnosis,采样式交互诊断,S3,Capsule-based tissue or fluid sampling,胶囊组织或体液采样,A3,A3;S3,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tbme.2024.3401681,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tbme.2025.3634552,Quasi-static Elastography-driven Automated Robotic Ultrasound Screening and Localization.,2025,10.1109/tbme.2025.3634552,1.2,Response-based interactive diagnosis,响应式交互诊断,R2,Elastography and stiffness mapping,弹性成像与刚度测绘,A1,A1;R2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tbme.2025.3634552,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tie.2016.2557306,"Adaptive Kinematic Control of a Robotic Venipuncture Device Based on Stereo Vision, Ultrasound, and Force Guidance.",2017,10.1109/tie.2016.2557306,1.3,Sample-based interactive diagnosis,采样式交互诊断,S4,Venipuncture and phlebotomy,静脉穿刺与采血,A1,A1;S4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.ncbi.nlm.nih.gov/pmc/articles/5240937,https://doi.org/10.1109/tie.2016.2557306,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tie.2020.3036215,Automatic Force-Based Probe Positioning for Precise Robotic Ultrasound Acquisition,2020,10.1109/tie.2020.3036215,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tie.2020.3036215,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tie.2021.3095787,Autonomous Robotic Screening of Tubular Structures Based Only on Real-Time Ultrasound Imaging Feedback,2022,10.1109/tie.2021.3095787,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tie.2021.3095787,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tie.2022.3220864,SAPM: Self-Adaptive Parallel Manipulator with Pose and Force Adjustment for Robotic Ultrasonography.,2023,10.1109/tie.2022.3220864,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://pmc.ncbi.nlm.nih.gov/articles/PMC7614654/pdf/EMS174140.pdf,https://doi.org/10.1109/tie.2022.3220864,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tii.2018.2871864,Robotic Arm Based Automatic Ultrasound Scanning for Three-Dimensional Imaging,2018,10.1109/tii.2018.2871864,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,http://ir.opt.ac.cn/handle/181661/31194,https://doi.org/10.1109/tii.2018.2871864,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tim.2021.3085110,Automatic 3-D Imaging and Measurement of Human Spines With a Robotic Ultrasound System,2021,10.1109/tim.2021.3085110,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tim.2021.3085110,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tim.2022.3200360,Precise Repositioning of Robotic Ultrasound: Improving Registration-based Motion Compensation using Ultrasound Confidence Optimization,2022,10.1109/tim.2022.3200360,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://arxiv.org/pdf/2208.05383,https://doi.org/10.1109/tim.2022.3200360,OpenAlex; arXiv,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tim.2023.3239925,A Novel Ultrasound Robot with Force/torque Measurement and Control for Safe and Efficient Scanning.,2023,10.1109/tim.2023.3239925,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://pmc.ncbi.nlm.nih.gov/articles/PMC7614653/pdf/EMS164661.pdf,https://doi.org/10.1109/tim.2023.3239925,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tim.2024.3353836,Robot-Assisted Autonomous Ultrasound Imaging for Carotid Artery,2024,10.1109/tim.2024.3353836,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tim.2024.3353836,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tim.2024.3400342,A Portable Robot-Assisted Device With Built-In Intelligence for Autonomous Ultrasound Acquisitions in Follow-Up Diagnosis,2024,10.1109/tim.2024.3400342,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tim.2024.3400342,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tim.2025.3561373,An Autonomous Liver Biopsy Robotic System Under Respiratory Motion,2025,10.1109/tim.2025.3561373,1.3,Sample-based interactive diagnosis,采样式交互诊断,S1,Percutaneous or core-needle biopsy,经皮或芯针活检,,S1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tim.2025.3561373,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tmech.2025.3572571,An Efficient Deep Reinforcement Learning Approach for Autonomous Ultrasound Scanning Robot Based on Multimodal Sensing and Distance ProbSparse Self-Attention,2025,10.1109/tmech.2025.3572571,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tmech.2025.3572571,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tmech.2026.3691370,A Stiffness-Adaptive Visuo-Tactile Robotic Palpation System for Surface Texture Profiling and Deep Lesion Localization,2026,10.1109/tmech.2026.3691370,1.2,Response-based interactive diagnosis,响应式交互诊断,R1,Robotic palpation,机器人触诊,,R1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tmech.2026.3691370,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tmi.2025.3571392,Online 4D Ultrasound-Guided Robotic Tracking Enables 3D Ultrasound Localization Microscopy With Large Tissue Displacements.,2025,10.1109/tmi.2025.3571392,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.ncbi.nlm.nih.gov/pmc/articles/7617744,https://doi.org/10.1109/tmi.2025.3571392,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tmrb.2020.3047154,Robot-Assisted Semi-Autonomous Ultrasound Imaging With Tactile Sensing and Convolutional Neural-Networks,2020,10.1109/tmrb.2020.3047154,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tmrb.2020.3047154,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tmrb.2021.3127015,Image-Guided Navigation of a Robotic Ultrasound Probe for Autonomous Spinal Sonography Using a Shadow-aware Dual-Agent Framework,2021,10.1109/tmrb.2021.3127015,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://arxiv.org/pdf/2111.02167,https://doi.org/10.1109/tmrb.2021.3127015,OpenAlex; arXiv,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tmrb.2024.3349623,A Simultaneous Polyp and Lumen Detection Framework Toward Autonomous Robotic Colonoscopy,2024,10.1109/tmrb.2024.3349623,1.1,Active observational sensing,主动观察式检测,A2,Flexible gastrointestinal endoscopic examination,胃肠柔性内镜检查,,A2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tmrb.2024.3349623,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
